"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"683","Fggy",83.2929840056388,1.97910450511727,0.962128433049625,2.05700656703822,0.0396855941803756,0.656563342799924
"684","Ak4",486.238110454458,-2.64678111391678,0.848228665953268,-3.1203627278291,0.00180628464595691,0.237271698493262
"685","Ssbp3",555.057110422244,2.34881534351789,0.940314285898376,2.49790456099881,0.0124929823139542,0.445923886208526
"686","Glis1",5.33090907341881,8.03598414610955,2.97127402707385,2.70455840588473,0.00683952449034824,0.367078776972111
"687","Bend5",12.6370177091761,5.31303651980457,2.61788534100917,2.0295145996564,0.0424059034787262,0.659382847086297
"688","Skint1",896.43331976573,-1.35919258765548,0.676641222979253,-2.0087345279836,0.0445652949103968,0.667208921689549
"689","Skint5",1352.21241899733,-2.72923461684797,1.31811795503223,-2.07055416127857,0.0384004796279452,0.652155424758033
"690","Trabd2b",135.795901887671,3.91382103056389,1.0015739984516,3.90767036346242,9.31903291552995e-05,0.0376905833891526
"691","Rad54l",40.2533207252636,-4.74952374301466,2.15414019721933,-2.20483501916244,0.0274656736977881,0.575879862293731
"692","P3h1",41.2488012583783,3.74563157264152,1.57146181896262,2.38353329838719,0.0171473330938488,0.488937592429242
"693","Guca2b",10.6179342639432,4.95616316006599,1.91284771653043,2.59098678751887,0.00957011657033032,0.401587269218723
"694","Cited4",298.185884658584,2.24342829833768,1.03536640911284,2.16679648730344,0.0302503754177824,0.597809996117953
"695","Mfsd2a",516.867521538564,1.48053619432334,0.627055564574281,2.36109250593845,0.0182211847781973,0.502767304948141
"696","Zc3h12a",1110.80753713204,-1.67167125232232,0.721952488155186,-2.31548651711689,0.0205863215900152,0.517627376272491
"697","Gm12942",42.6294936349136,2.67317789109088,0.951466603037331,2.80953412611372,0.00496132589766692,0.329745603601322
"698","Serinc2",1671.94802657343,1.55285214813324,0.626862864045769,2.47717999772891,0.0132425098811256,0.455656250240552
"699","Laptm5",766.850074180271,2.45983480689088,1.10289215433732,2.23034935665934,0.0257242588753274,0.559994525006951
"700","Man1c1",58.034740004596,4.05445882582174,1.63667943810505,2.47724675426729,0.0132400330800495,0.455656250240552
